#{"t_start": 1669399241.1820152, "env_id": null}
r,l,t
47.982745,217,4574.735372
262.839514,1001,4584.756339
235.356605,978,4594.377683
209.599803,795,4603.652554
255.935712,1001,4613.862751
286.564682,1001,4623.692063
141.908569,643,4630.28106
248.161195,1001,4641.7498
233.050515,1001,4652.023897
287.030446,1001,4662.48003
295.213819,1001,4672.641874
291.791585,1001,4683.354596
259.808542,1001,4694.740512
285.244245,1001,4704.976828
196.797215,914,4714.522277
235.970999,1001,4724.586483
92.567999,414,4730.349448
86.036114,401,4734.690624
262.522538,1001,4744.833215
249.918127,1001,4754.92613
282.708794,1001,4765.308183
299.198008,1001,4776.445443
227.892786,1001,4786.296026
277.139645,1001,4796.157342
235.693017,1001,4806.219347
64.941222,268,4809.303845
264.090517,1001,4820.753476
132.445428,533,4826.455243
68.830974,405,4830.710476
180.242075,707,4837.916253
266.849407,1001,4848.154109
281.405891,1001,4859.974151
176.752021,690,4867.14769
239.615866,1001,4877.373871
271.587187,1001,4887.485389
285.504944,1001,4897.298245
218.848992,780,4906.65979
259.534517,1001,4916.741604
234.53491,1001,4926.710077
299.11336,1001,4936.807266
97.891023,434,4941.842401
196.519504,865,4951.856809
215.087153,1001,4961.717519
277.030965,1001,4971.591017
288.853837,1001,4981.215812
105.227981,560,4988.322377
288.153056,1001,4998.19091
47.662231,274,5001.46893
290.923985,1001,5011.408639
206.924915,1001,5021.223748
307.158656,1001,5032.847057
274.717903,1001,5043.228158
110.790403,470,5048.372435
275.760594,1001,5058.326011
290.579081,1001,5068.183506
193.200755,692,5076.557407
116.988706,526,5082.060312
74.992208,385,5086.409924
287.312865,1001,5096.677792
233.064891,876,5105.300701
84.004809,331,5109.106179
283.65964,1001,5120.7089
255.973585,1001,5130.96416
109.4651,419,5135.426542
304.874886,1001,5145.365188
73.419009,380,5149.597724
83.603732,378,5153.628734
294.771919,1001,5165.086702
262.680708,1001,5175.688344
282.886555,1001,5183.296111
298.288171,1001,5194.838785
272.022371,1001,5207.906574
268.346162,1001,5218.011598
160.966786,756,5225.523475
283.019132,1001,5235.350765
282.475004,1001,5246.963707
238.750399,1001,5256.730559
243.867775,1001,5266.604273
183.050455,716,5273.611609
277.654733,1001,5283.551954
281.170767,1001,5294.606546
240.890714,1001,5304.514147
292.127405,1001,5314.217666
253.893307,1001,5324.196805
268.760384,1001,5335.551708
271.131387,1001,5345.637342
291.715629,1001,5355.409396
241.102761,1001,5365.419899
288.120668,1001,5376.595599
285.632593,1001,5386.412547
300.516231,1001,5396.435782
273.273177,1001,5406.601981
242.953117,1001,5417.965845
277.243547,1001,5427.727061
91.559138,410,5432.077926
290.979325,1001,5441.867047
285.267362,1001,5451.677914
267.640193,1001,5462.759515
299.462513,1001,5472.791588
264.065086,1001,5482.745042
303.637427,1001,5492.558254
288.545741,1001,5503.669322
274.7144,1001,5513.374497
288.793283,1001,5523.091288
279.486088,1001,5532.909474
278.185609,1001,5544.127492
264.269472,1001,5554.477534
267.341724,1001,5564.444905
295.986988,1001,5574.210581
295.611104,1001,5585.178106
282.531669,1001,5595.011213
297.877271,1001,5604.809314
283.333351,1001,5614.58444
113.415608,486,5620.874812
295.2675,1001,5630.667536
154.628778,573,5636.5205
302.55389,1001,5646.300588
63.414738,401,5650.580626
295.884163,1001,5660.434537
305.581361,1001,5671.254858
306.139467,1001,5680.965449
301.463208,1001,5690.882627
32.423971,206,5693.263616
193.303303,905,5702.19973
306.035244,1001,5713.390353
306.312354,1001,5723.351681
302.376603,1001,5732.989358
261.002666,961,5742.332846
74.545831,279,5746.794958
291.746616,1001,5756.53322
297.820518,1001,5766.144929
44.719105,242,5768.857862
290.45176,1001,5778.391061
297.506727,1001,5789.504509
68.870691,348,5793.247899
289.867587,1001,5803.008037
300.542575,1001,5812.658182
297.339513,1001,5822.423961
301.433708,1001,5833.641587
303.734723,1001,5843.566096
303.545433,1001,5853.669262
316.396008,1001,5863.867112
300.48403,1001,5874.86941
285.105317,1001,5884.413681
292.780594,1001,5894.103428
309.80758,1001,5903.915909
302.31922,1001,5914.962018
287.241686,1001,5924.841015
300.450815,1001,5934.60898
257.182446,1001,5944.184743
295.538127,1001,5955.186805
142.837892,631,5961.628545
296.830163,1001,5971.264148
308.752587,1001,5980.976755
299.055642,1001,5990.824735
296.276429,1001,6001.604225
271.65423,1001,6011.145373
217.171269,927,6020.372213
96.839286,413,6024.706477
109.499179,482,6029.739079
302.378791,1001,6041.001173
270.081188,1001,6050.728063
285.751349,1001,6060.293748
301.151907,1001,6069.981183
294.716791,1001,6081.3417
285.40142,1001,6091.239628
258.777284,1001,6100.806329
304.17112,1001,6110.564538
287.144028,1001,6121.909746
301.124915,1001,6131.686988
316.822692,1001,6141.472714
285.486203,1001,6151.334494
105.368554,399,6155.550726
303.797212,1001,6167.134634
262.005838,1001,6177.09086
297.103367,1001,6187.015563
249.763855,1001,6196.813917
311.84256,1001,6208.118903
289.04038,1001,6217.759654
249.665923,1001,6227.562252
267.738614,1001,6237.323265
275.995973,1001,6248.20123
283.954481,1001,6257.973922
285.212199,1001,6267.797429
281.457281,1001,6277.413994
296.711125,1001,6288.279736
313.149359,1001,6298.118453
236.97884,852,6306.502891
96.578535,432,6311.031648
312.56721,1001,6320.86439
288.32505,1001,6331.899568
267.704979,941,6341.151272
166.720282,617,6347.5166
317.81003,1001,6357.320717
281.681252,1001,6366.989887
304.673261,1001,6377.910972
291.477953,1001,6387.571211
305.880247,1001,6397.295143
266.066507,1001,6407.030544
309.671651,1001,6418.226398
198.396921,748,6425.58416
278.743337,1001,6435.412227
301.658489,1001,6445.410319
293.645289,1001,6456.498102
322.253042,1001,6467.009145
303.661494,1001,6477.075588
312.19677,1001,6486.952786
