#{"t_start": 1669332111.8025417, "env_id": null}
r,l,t
0.584933,176,2337.161891
15.112248,180,2340.557188
57.204902,312,2346.041956
1.085813,71,2347.84383
0.838703,47,2349.269208
16.562096,257,2353.882331
131.135305,238,2358.256533
11.778147,203,2362.141156
5.368066,189,2365.808201
0.841138,74,2367.653494
22.935734,187,2371.3251
3.557954,356,2377.727554
4.395333,216,2381.69493
25.054667,283,2386.843648
0.959984,105,2389.221328
1.403587,155,2392.29121
115.185385,275,2397.141822
3.865426,101,2399.496095
249.631495,551,2410.936216
18.507479,336,2416.776
3.667409,193,2420.430027
755.434171,551,2429.466178
2.745209,151,2432.74757
17.25893,186,2436.325945
2.769177,147,2439.201292
761.520112,501,2447.338117
809.59779,511,2455.721245
27.206745,242,2459.994536
0.788145,137,2462.760961
0.738526,283,2467.667037
369.979726,360,2473.770693
1.11395,135,2476.440893
11.852481,182,2479.792955
10.585802,139,2484.68394
97.341449,296,2489.742154
77.232491,169,2493.169211
420.189974,349,2498.954523
68.659148,463,2506.464859
1.468907,115,2508.831362
7.672137,94,2510.801116
1.236272,59,2512.300236
0.948423,108,2514.487621
0.919134,214,2518.078696
4.857589,174,2521.213831
97.554597,171,2524.310936
9.386424,244,2528.529854
257.059543,318,2533.734813
5.835625,152,2536.622175
63.893137,256,2541.091621
2.409592,119,2543.542708
0.846772,208,2547.330278
0.616222,215,2551.483505
7.379058,295,2559.221172
0.833822,179,2562.709105
268.415098,284,2567.882763
38.567651,164,2571.106977
14.538772,611,2581.246715
272.617045,393,2588.195874
1.413701,165,2591.477423
48.273887,206,2595.467104
0.610586,192,2599.171986
416.726203,358,2605.167468
4.496181,95,2607.202405
390.37969,648,2617.352236
175.768821,284,2622.098345
1.496405,460,2629.403293
360.249189,252,2636.117857
39.77903,175,2639.418247
54.463273,158,2642.448522
24.85045,143,2645.208326
26.595172,278,2650.120326
1.053752,135,2652.918975
31.409313,235,2657.117946
1.218785,166,2660.290168
7.581788,477,2668.174259
225.52097,302,2673.680375
106.475496,379,2680.086816
2.234771,141,2682.877681
28.215936,123,2685.358962
2.234263,134,2688.059732
116.025648,255,2692.532249
48.289782,143,2695.363941
1.643338,274,2700.117872
6.89504,232,2704.242665
1.571258,84,2706.223658
28.112663,477,2716.214454
38.686888,162,2719.26611
41.745274,127,2721.897556
1.272158,113,2724.219142
234.704233,366,2730.210941
57.516615,150,2733.329867
3.792878,116,2735.797206
211.557031,324,2741.184893
0.925194,134,2743.891006
11.745772,849,2757.07119
11.523338,96,2759.198063
8.839867,173,2762.406288
300.873278,361,2768.435646
6.679665,200,2772.153778
4.623162,158,2775.161725
62.311684,175,2778.390171
2.50716,120,2780.902135
1.236712,277,2787.854038
9.443837,290,2793.192521
10.87059,240,2797.461933
11.109408,147,2800.391288
57.153235,146,2803.251378
0.708018,204,2806.918277
7.123011,96,2809.004039
1.009283,269,2813.690001
1.197036,125,2816.226579
3.102484,149,2819.096509
3.408869,103,2821.329641
0.881145,181,2824.70182
93.742093,254,2829.201587
6.942733,100,2831.45535
21.406359,180,2835.569824
3.292577,92,2838.16186
0.982932,57,2839.905486
105.655849,256,2844.516595
2.273928,120,2847.024155
40.611466,311,2852.737973
415.73463,518,2861.445308
37.810186,128,2866.393021
1.086556,122,2868.903204
57.049779,196,2872.470587
3.511268,160,2875.405798
36.286855,240,2879.478204
2.448677,112,2881.830743
172.814469,298,2886.836684
27.691098,133,2889.540752
2.584181,118,2892.069431
33.545076,158,2895.006703
652.645718,502,2903.297105
2.06024,121,2905.765316
295.580195,294,2910.674981
18.066722,111,2913.169528
25.340553,169,2916.222042
21.763879,122,2918.66249
127.843138,311,2923.74941
31.064864,375,2929.68451
332.090469,379,2935.789646
11.308623,276,2942.526538
0.645359,386,2948.631462
166.776064,360,2954.587623
142.128214,158,2957.525463
1.516489,242,2961.66062
353.940545,327,2967.063787
0.606223,61,2968.663687
64.807197,162,2971.749384
1.670073,86,2973.794325
47.836433,360,2979.556907
27.14057,335,2985.25575
124.302152,172,2988.44762
375.330107,387,2994.736162
24.671306,142,2997.488403
55.53254,127,3000.056489
9.148159,234,3004.193061
117.797928,273,3008.887942
11.265162,255,3015.795307
85.412584,468,3023.548791
17.635499,97,3025.711243
4.718888,267,3030.465666
4.111608,122,3033.316071
10.144455,141,3036.15162
142.98883,213,3040.071997
753.14245,390,3046.654004
397.874619,628,3056.782644
262.374099,244,3061.120826
5.456748,100,3063.322471
27.271954,246,3067.627212
324.934865,389,3074.165213
421.744987,458,3081.72102
53.507539,172,3085.074613
91.52659,187,3091.018093
159.946194,503,3099.715722
54.964257,526,3108.424593
299.29919,407,3115.305186
13.685146,412,3122.186682
28.479596,146,3125.098876
1.20796,85,3127.040458
101.233252,194,3130.693262
1.557161,146,3133.641514
150.342094,305,3138.566523
2.141311,199,3141.989576
113.466324,343,3147.407968
243.763929,294,3152.629513
1076.918282,706,3166.560307
1.502692,198,3170.218019
42.31983,586,3179.689512
299.856816,284,3184.654136
4.560642,269,3189.407695
3.45163,104,3191.641653
10.329055,101,3193.879844
166.872819,262,3198.430165
39.704529,215,3202.301401
12.334732,107,3204.55177
1.02958,367,3210.624362
3.096078,213,3214.777131
7.721023,180,3218.212414
72.563786,187,3221.675628
54.144699,244,3226.140499
63.288068,243,3230.478651
