#{"t_start": 1669321952.5620885, "env_id": null}
r,l,t
156.540318,1001,3097.508286
120.011418,1001,3104.389185
97.999487,1001,3112.366171
139.241432,1001,3119.254774
143.911549,1001,3126.238764
143.221601,1001,3133.162388
139.592494,1001,3140.224942
115.910656,1001,3149.001766
75.611733,1001,3158.302065
51.613709,558,3162.548848
141.029687,1001,3170.002584
130.487459,1001,3178.747894
119.538559,1001,3186.642873
142.150158,1001,3194.151535
148.210442,1001,3201.392943
108.249833,1001,3209.784004
144.106979,1001,3217.472347
133.710653,1001,3226.836395
138.217477,1001,3237.075483
78.208261,709,3244.421068
64.420875,714,3254.644366
61.978424,665,3265.78527
143.994206,1001,3279.059409
141.329266,1001,3289.571404
107.132467,841,3300.366102
144.83735,1001,3311.592908
136.988961,1001,3323.45184
135.706031,1001,3334.868668
112.773131,1001,3346.383099
119.942767,1001,3359.795361
38.522366,414,3364.550965
145.285922,1001,3387.968259
128.717187,1001,3405.278641
143.648692,1001,3427.658967
131.791202,1001,3447.897909
133.99306,1001,3468.215708
133.185608,1001,3489.253741
124.32837,1001,3510.100282
155.185417,1001,3527.363875
147.707577,1001,3544.95491
141.320454,1001,3562.224066
143.010504,1001,3583.359048
150.781401,1001,3602.007931
75.553439,634,3614.289573
147.541572,1001,3636.42233
127.226873,1001,3654.177878
144.556431,1001,3672.545694
136.425145,1001,3689.170154
132.16392,1001,3705.57959
135.303549,1001,3722.416827
146.114437,1001,3741.067764
132.137339,1001,3757.362295
143.338917,1001,3773.659853
149.944882,1001,3790.723569
136.192171,1001,3810.755752
152.574401,1001,3827.652056
137.436767,1001,3846.249709
122.553033,1001,3863.715175
37.876463,440,3873.153181
156.621919,1001,3897.021696
91.675133,1001,3915.372733
145.684747,1001,3932.685707
150.577146,1001,3950.367427
132.693198,1001,3970.785983
156.566183,1001,3988.729466
143.910549,1001,4005.427582
149.531255,1001,4014.651121
125.820107,1001,4025.726612
144.916574,1001,4035.740726
126.281855,1001,4045.892624
127.163998,1001,4056.251302
160.732947,1001,4068.25592
131.127937,1001,4079.053627
165.078632,1001,4089.639466
154.393374,1001,4100.268314
135.687201,1001,4113.980607
154.734956,1001,4133.262474
